id_devolucion,id_venta,fecha_devolucion,motivo,importe_devuelto
D50478,V318027,1970-01-10,Error en pedido,30756.0
D50479,V110639,2023-09-06,Llegó frío,9445.0
D50480,V113661,2023-07-26,Cliente insatisfecho,53627.0
D50481,V310974,1970-01-08,PRODUCTO DEFECTUOSO,33627.0
D50482,V312594,2025-08-30,Sabor incorrecto,47.0
D50483,V304114,2025-07-16,Producto defectuoso,10.0
D50484,V202480,2024-07-04,Llegó frío,70934.0
D50485,V212170,2024-11-14,Llegó frío,48362.0
D50486,V101482,2023-06-04,Cambio de opinión,70821.0
D50487,V317569,1970-01-10,CAMBIO DE OPINIÓN,106.0
D50488,V304631,2025-08-23,Tamaño equivocado,14036.0
D50489,V311262,1970-01-07,Sabor incorrecto ,415.0
D50490,V215824,2024-04-15,Error en pedido,69177.0
D50491,V301839,1970-01-13,llegó frío,9065.0
D50492,V201801,2024-07-25,Llegó tibio,39847.0
D50493,V309784,1970-01-12,Llegó frío,22302.0
D50494,V103394,2023-11-03,Cambio de opinión,105034.0
D50495,V111907,2023-07-17,CLIENTE INSATISFECHO,18694.0
D50496,V314794,1970-01-07,Llegó tibio,23653.0
D50497,V109959,2023-09-10,Error en pedido,101626.0
D50498,V106211,2024-01-05,llegó tibio,11129.0
D50499,V202106,2024-04-09,Cliente insatisfecho,198114.0
D50500,V314107,1970-01-15,Cliente insatisfecho,20107.0
D50501,V101895,2023-09-09,Llegó frío,57122.0
D50502,V301945,1970-01-14,Cambio de opinión,14592.0
D50503,V301219,2025-05-22, Cambio de opinión,17712.0
D50504,V214144,2024-10-24,Producto vencido,30695.0
D50505,V303095,2025-07-21,LLEGÓ TIBIO,6.0
D50506,V203379,2024-11-19,Sabor incorrecto,6302.0
D50507,V107489,2023-04-08,Sabor incorrecto,62015.0
D50508,V201070,2024-07-31,Cliente insatisfecho,55128.0
D50509,V301498,2025-08-25,Llegó tibio,48022.0
D50510,V111982,2023-10-01,Tamaño equivocado,29677.0
D50511,V300637,2025-03-27,producto vencido,70396.0
D50512,V206663,2024-10-09,Tamaño equivocado,98122.0
D50513,V204553,2024-06-30, Producto vencido,26230.0
D50514,V306698,1970-01-07,Llegó tibio,26.0
D50515,V201792,2024-01-24,Producto vencido,11539.0
D50516,V204712,2024-03-24,Cliente insatisfecho,17705.0
D50517,V206395,2024-06-08,Llegó tibio,45779.0
D50518,V104751,2023-11-16,Sabor incorrecto,24602.0
D50519,V112509,2023-05-23, Producto vencido,36003.0
D50520,V313707,1970-01-12,Llegó frío,101334.0
D50521,V307337,1970-01-08,Sabor incorrecto,7469.0
D50522,V303666,2025-01-08,Cliente insatisfecho,7.0
D50523,V201228,2024-06-16,Producto defectuoso ,25892.0
D50524,V201844,2025-01-08,Producto vencido ,11536.0
D50525,V110041,2023-05-15,LLEGÓ TIBIO,6299.0
D50526,V317878,1970-01-08,Cambio de opinión,73.0
D50527,V310636,2025-12-14,Llegó tibio,103306.0
D50528,V312292,1970-01-06,CAMBIO DE OPINIÓN,33205.0
D50529,V210081,2024-03-02,ERROR EN PEDIDO,23346.0
D50530,V307746,1970-01-12,Error en pedido,8236.0
D50531,V104081,2023-12-10,Cliente insatisfecho,44440.0
D50532,V210298,2024-03-02,Cliente insatisfecho,166171.0
D50533,V111364,2023-01-19,Cliente insatisfecho,8413.0
D50534,V204592,2024-04-17,Producto defectuoso,68412.0
D50535,V108709,2023-11-14,tamaño equivocado,20899.0
D50536,V300342,1970-01-03,Tamaño equivocado,72486.0
D50537,V308070,2025-12-10,Tamaño equivocado,5528.0
D50538,V305625,1970-01-12,Cliente insatisfecho,270232.0
D50539,V206391,2025-01-10,Tamaño equivocado ,21076.0
D50540,V102754,2023-12-25,Sabor incorrecto,23306.0
D50541,V111309,2023-06-23,Producto vencido,20853.0
D50542,V308529,2025-11-28,Llegó tibio,41946.0
D50543,V214552,2024-12-22, Llegó tibio,106273.0
D50544,V113834,2023-12-05,Llegó tibio,187542.0
D50545,V204395,2024-05-17,Tamaño equivocado,55526.0
D50546,V109044,2023-12-21,Tamaño equivocado,68799.0
D50547,V313128,2025-08-18,Llegó FRIO,206639.0
D50548,V209690,2024-07-27,Error en pedido,43631.0
D50549,V307568,2025-05-22,Producto vencido,3.0
D50550,V308473,1970-01-03,Llegó frío,63.0
D50551,V212255,2024-08-18,Llegó tibio,248329.0
D50552,V108079,2023-09-28,LLEGÓ FRÍO,93489.0
D50553,V203112,2024-07-19, Error en pedido,20045.0
D50554,V101840,2023-09-04,Llegó frío,30110.0
D50555,V304144,2025-10-15,Producto vencido,87985.0
D50556,V102213,2023-11-16,Producto vencido,18398.0
D50557,V100604,2023-12-28,Tamaño equivocado ,4906.0
D50558,V213935,2024-09-13,Tamaño equivocado,66153.0
D50559,V204039,2024-09-30,Cliente insatisfecho,83985.0
D50560,V205064,2024-12-28,tamaño equivocado,13341.0
D50561,V113887,2023-08-21,Cambio de opinión,20628.0
D50562,V205392,2024-01-30,Error en pedido,13704.0
D50563,V212307,2024-09-20,Producto defectuoso,13868.0
D50564,V107779,2023-05-19,Llegó tibio,17671.0
D50565,V104471,2023-12-15,Llegó tibio,87745.0
D50566,V313766,2025-04-02,PRODUCTO VENCIDO,12070.0
D50567,V302606,1970-01-09,Sabor incorrecto,13105.0
D50568,V312086,1970-01-15,Llegó frío,11577.0
D50569,V110993,2023-03-13,ERROR EN PEDIDO,41055.0
D50570,V315608,1970-01-07,Producto defectuoso,18281.0
D50571,V102599,2023-07-17,PRODUCTO VENCIDO,32547.0
D50572,V300089,2025-03-15,ERROR EN PEDIDO,28456.0
D50573,V318646,2025-01-23,Producto defectuoso,26771.0
D50574,V314287,1970-01-08,PRODUCTO DEFECTUOSO,214.0
D50575,V300079,2025-05-06,Llegó tibio,63788.0
D50576,V210309,2024-05-14,Cliente insatisfecho,19575.0
D50577,V200704,2024-08-02,Sabor incorrecto,31657.0
D50578,V211223,2024-09-30,Llegó tibio,5696.0
D50579,V307649,1970-01-12,Llegó tibio,17.0
D50580,V103213,2023-12-23,Producto vencido,101358.0
D50581,V103215,2023-05-13,Llegó frío,53876.0
D50582,V110657,2023-10-06,sabor incorrecto,82487.0
D50583,V107663,2023-09-09,Llegó frío,48694.0
D50584,V104722,2023-05-07, Error en pedido,17996.0
D50585,V113628,2023-09-19,Tamaño equivocado,15233.0
D50586,V113731,2023-10-23,TAMAÑO EQUIVOCADO,144036.0
D50587,V111086,2023-09-28,Error en pedido,26819.0
D50588,V209840,2024-06-12,Cliente insatisfecho,92937.0
D50589,V107582,2023-04-15,Llegó frío,25647.0
D50590,V301225,1970-01-03,Producto vencido,2.0
D50591,V103448,2023-07-16,Cliente insatisfecho,13206.0
D50592,V300316,2025-03-07,Producto defectuoso,4.0
D50593,V317103,2025-06-16,TAMAÑO EQUIVOCADO,8459.0
D50594,V309997,2025-09-27,producto vencido,120.0
D50595,V302981,2026-01-11,Cliente insatisfecho,31948.0
D50596,V311210,1970-01-10,Llegó FRIO,7.0
D50597,V105655,2023-10-21,Producto vencido,11364.0
D50598,V216334,2024-06-07,Tamaño equivocado ,35409.0
D50599,V202348,2024-11-01,Cliente insatisfecho,10585.0
D50600,V314998,1970-01-14,Cliente insatisfecho,47799.0
D50601,V215907,2024-09-27,Producto vencido,17191.0
D50602,V215546,2024-05-23,Error en pedido,23165.0
D50603,V111252,2023-05-24,Sabor incorrecto ,21472.0
D50604,V201267,2024-10-23,Llegó frío,10203.0
D50605,V105385,2023-11-09,Cambio de opinión,13929.0
D50606,V111675,2023-05-12,Producto vencido,6250.0
D50607,V300497,1970-01-12,Producto defectuoso,19650.0
D50608,V310748,2025-12-31,Cambio de opinión,15.0
D50609,V113037,2023-03-01,Error en pedido,13621.0
D50610,V103541,2023-04-24,producto defectuoso,24620.0
D50611,V112072,2023-09-14,PRODUCTO DEFECTUOSO,11972.0
D50612,V302289,2025-07-01,Tamaño equivocado,15089.0
D50613,V301771,1970-01-09,Llegó tibio,4536.0
D50614,V109762,2023-12-17,CLIENTE INSATISFECHO,87590.0
D50615,V308778,2025-06-04,producto vencido,76141.0
D50616,V314346,2025-10-31,Producto defectuoso ,75064.0
D50617,V112295,2023-02-19,Sabor incorrecto,16281.0
D50618,V211036,2024-05-18,Llegó frío,9532.0
D50619,V207413,2024-08-16,Cambio de opinión,18950.0
D50620,V216508,2024-07-26,Producto defectuoso,24253.0
D50621,V106913,2023-12-19,Error en pedido,10105.0
D50622,V216651,2024-03-06,Cliente insatisfecho,20502.0
D50623,V110736,2023-05-06,Producto vencido,80080.0
D50624,V108170,2023-10-26,sabor incorrecto,69004.0
D50625,V305621,1970-01-06,PRODUCTO DEFECTUOSO,3.0
D50626,V200616,2024-10-12,Cliente insatisfecho,19751.0
D50627,V104115,2023-12-08,CAMBIO DE OPINIÓN,61443.0
D50628,V311516,2025-09-23,Llegó frío,249.0
D50629,V103960,2023-12-26,Cambio de opinión,140739.0
D50630,V214350,2024-12-31,Producto vencido ,20614.0
D50631,V309081,2025-05-01,Producto defectuoso,9212.0
D50632,V101902,2023-05-21,CLIENTE INSATISFECHO,52704.0
D50633,V102989,2023-08-01,Tamaño equivocado,251693.0
D50634,V306299,1970-01-06,CAMBIO DE OPINIÓN,63.0
D50635,V112464,2023-12-29,Producto vencido,13660.0
D50636,V315094,1970-01-13,Llegó tibio,104257.0
D50637,V113085,2023-03-01,Llegó tibio,29980.0
D50638,V318456,1970-01-08,Llegó frío,14443.0
D50639,V301687,1970-01-10,Tamaño equivocado,15766.0
D50640,V314750,1970-01-03,Cliente insatisfecho,37833.0
D50641,V112182,2023-01-08,Cliente insatisfecho,11750.0
D50642,V113344,2023-03-04,PRODUCTO DEFECTUOSO,16829.0
D50643,V318315,1970-01-02,Cliente insatisfecho,14390.0
D50644,V111125,2023-01-02,Llegó tibio ,23415.0
D50645,V107978,2023-06-02,Error en pedido,8217.0
D50646,V113968,2023-08-01,Tamaño equivocado,23835.0
D50647,V303602,2025-02-02,Error en pedido,3.0
D50648,V317307,2025-10-21,Cliente insatisfecho,20454.0
D50649,V111264,2023-03-31,Producto defectuoso,83496.0
D50650,V109795,2023-03-10,Producto vencido,25293.0
D50651,V210247,2024-08-24,Llegó frío,148414.0
D50652,V203380,2024-07-10,Error en pedido,15186.0
D50653,V318019,1970-01-06,Llegó frío,27018.0
D50654,V204605,2024-02-07,Error en pedido,43930.0
D50655,V303412,1970-01-08,Tamaño equivocado,9723.0
D50656,V310078,1970-01-02,llegó frío,4.0
D50657,V100283,2023-09-27,Llegó tibio,11677.0
D50658,V301754,2025-04-15,Cambio de opinión ,101.0
D50659,V316711,2025-09-05,Producto defectuoso,17812.0
D50660,V304761,1970-01-08,ERROR EN PEDIDO,41092.0
D50661,V312074,1970-01-11,CLIENTE INSATISFECHO,21753.0
D50662,V316417,1970-01-09,Cliente insatisfecho,88157.0
D50663,V315808,1970-01-13,Llegó tibio,66.0
D50664,V102328,2023-01-17,Sabor incorrecto,7576.0
D50665,V302158,2025-06-22,Producto vencido,13393.0
D50666,V312023,2025-07-03,Sabor incorrecto,21554.0
D50667,V313548,1970-01-03,Cliente insatisfecho,27.0
D50668,V107898,2023-08-19,cliente insatisfecho,18039.0
D50669,V216180,2024-06-28,Producto defectuoso,25422.0
D50670,V109302,2023-05-03,Sabor incorrecto,10910.0
D50671,V104773,2023-10-08,Cliente insatisfecho,36193.0
D50672,V112537,2023-09-27,TAMAÑO EQUIVOCADO,9473.0
D50673,V109177,2023-10-09,Llegó tibio,114699.0
D50674,V113036,2023-11-18,Cliente insatisfecho,13722.0
D50675,V103852,2024-01-10,Cambio de opinión,27657.0
D50676,V313760,1970-01-14,Producto vencido,37824.0
D50677,V113127,2023-03-15,Error en pedido,68374.0
D50678,V201702,2024-02-22,Producto defectuoso,31806.0
D50679,V305648,1970-01-11,Cliente insatisfecho,39755.0
D50680,V317861,1970-01-13,Llegó frío,20476.0
D50681,V304839,1970-01-07,Cambio de opinión,39154.0
D50682,V210933,2024-08-05,CLIENTE INSATISFECHO,57446.0
D50683,V213981,2024-12-29,Error en pedido,44473.0
D50684,V200825,2024-09-12,LLEGÓ TIBIO,95734.0
D50685,V205341,2024-12-22,Producto vencido,12525.0
D50686,V207797,2024-07-01,Sabor incorrecto,12576.0
D50687,V104123,2023-11-06,Error en pedido,44398.0
D50688,V105874,2024-01-06,Producto defectuoso,36803.0
D50689,V307668,2025-02-06,Producto defectuoso,23521.0
D50690,V216352,2024-02-15,Llegó tibio,27630.0
D50691,V113853,2023-04-19,Error en pedido,160260.0
D50692,V205864,2024-11-29,Producto defectuoso,72100.0
D50693,V213986,2024-11-07,LLEGÓ TIBIO,15412.0
D50694,V105425,2023-04-30,Producto defectuoso,18299.0
D50695,V100484,2023-07-26,Cliente insatisfecho,10928.0
D50696,V300972,2025-07-11,Tamaño equivocado,114849.0
D50697,V201363,2024-10-07,Llegó frío,107077.0
D50698,V107509,2023-05-14,Sabor incorrecto ,47227.0
D50699,V201722,2024-04-13,Cliente insatisfecho,53563.0
D50700,V304721,1970-01-14,Cliente insatisfecho,21383.0
D50701,V215470,2024-02-19,CAMBIO DE OPINIÓN,60805.0
D50702,V215419,2024-07-27,Cliente insatisfecho,33036.0
D50703,V202209,2024-07-24,Sabor incorrecto,21330.0
D50704,V109457,2023-05-22,Tamaño equivocado,140152.0
D50705,V310995,1970-01-06,Error en pedido,45387.0
D50706,V103082,2023-12-22,Error en pedido ,25377.0
D50707,V100220,2023-09-24,Tamaño equivocado,24998.0
D50708,V203912,2024-01-23,Producto vencido,14118.0
D50709,V313504,1970-01-06,Llegó FRIO,197411.0
D50710,V202104,2024-11-09,Sabor incorrecto,25343.0
D50711,V102314,2023-09-21,Tamaño equivocado,9628.0
D50712,V315676,2025-10-28,Tamaño equivocado,188789.0
D50713,V308131,2025-10-17,Llegó tibio,9131.0
D50714,V108680,2023-10-17,Producto vencido,51511.0
D50715,V216181,2024-04-16, Cliente insatisfecho,26459.0
D50716,V209144,2024-01-19,Llegó frío,164667.0
D50717,V211987,2024-02-01,Error en pedido,26182.0
D50718,V214060,2024-11-22, Producto defectuoso,23222.0
D50719,V201404,2024-12-12,Sabor incorrecto,74404.0
D50720,V202552,2024-12-31,Tamaño equivocado,15206.0
D50721,V206438,2024-04-27,Producto vencido,14784.0
D50722,V103695,2023-04-23,Error en pedido,7282.0
D50723,V317748,2025-03-11,Tamaño equivocado,8.0
D50724,V102918,2023-01-27,Producto vencido ,109718.0
D50725,V202561,2024-09-19,Producto vencido,17820.0
D50726,V304007,1970-01-04,Error en pedido,58051.0
D50727,V305868,2025-07-31,Sabor incorrecto,6214.0
D50728,V200880,2024-08-10,Cliente insatisfecho,21466.0
D50729,V107222,2023-04-12,producto defectuoso,24807.0
D50730,V206593,2024-10-14,Llegó frío,18396.0
D50731,V107883,2023-02-15,Cliente insatisfecho,96863.0
D50732,V102548,2023-04-20,cambio de opinión,18086.0
D50733,V105123,2023-07-03,Producto vencido,34561.0
D50734,V313952,2025-09-17,LLEGÓ TIBIO,18145.0
D50735,V201373,2024-01-24,ERROR EN PEDIDO,5429.0
D50736,V318060,2025-11-28,Cliente insatisfecho,14179.0
D50737,V215499,2024-07-05,Error en pedido ,109489.0
D50738,V100923,2023-09-28,SABOR INCORRECTO,13428.0
D50739,V200685,2024-03-12,Producto vencido,12731.0
D50740,V203031,2024-06-08,Llegó tibio,10371.0
D50741,V306976,1970-01-13,Sabor incorrecto,52705.0
D50742,V100717,2023-04-25,Cliente insatisfecho ,16254.0
D50743,V210655,2024-03-28,Cliente insatisfecho,15729.0
D50744,V210748,2024-10-25,Producto vencido,100208.0
D50745,V305365,1970-01-11, Llegó frío,10840.0
D50746,V306105,1970-01-09,Tamaño equivocado,16312.0
D50747,V214680,2024-08-24,Sabor incorrecto,15805.0
D50748,V200199,2024-09-18,CAMBIO DE OPINIÓN,28021.0
D50749,V108670,2023-11-24,Tamaño equivocado,18482.0
D50750,V307312,1970-01-07,Producto vencido,10952.0
D50751,V303365,2025-09-06,Llegó frío,21518.0
D50752,V207249,2024-11-20,Sabor incorrecto,46982.0
D50753,V307409,2025-04-16,Sabor incorrecto,25884.0
D50754,V112906,2023-01-14,Llegó tibio,21196.0
D50755,V312231,1970-01-11,Sabor incorrecto ,163.0
D50756,V102612,2023-01-08,Error en pedido,86412.0
D50757,V211511,2024-04-27,Llegó FRIO,20115.0
D50758,V303851,2025-12-09,Tamaño equivocado,18923.0
D50759,V307545,2025-06-19,Sabor incorrecto,12984.0
D50760,V103969,2023-11-26,Producto vencido,33704.0
D50761,V112501,2024-01-01,Sabor incorrecto,7907.0
D50762,V314922,2026-01-09,Cliente insatisfecho,18.0
D50763,V313223,2025-10-10,Producto defectuoso,2.0
D50764,V307767,2025-08-11,Producto defectuoso,11486.0
D50765,V317810,1970-01-14,Cliente insatisfecho,7913.0
D50766,V216090,2024-04-18,Cliente insatisfecho,21171.0
D50767,V316175,2025-07-22,LLEGÓ FRÍO,17407.0
D50768,V215167,2024-03-29,Producto vencido,11392.0
D50769,V304296,2025-11-10,llegó frío,31683.0
D50770,V107174,2023-08-20, Producto vencido,40048.0
D50771,V300481,1970-01-15,SABOR INCORRECTO,13371.0
D50772,V306563,1970-01-09,Cliente insatisfecho,96377.0
D50773,V308204,2025-01-28,Tamaño equivocado,73562.0
D50774,V310730,1970-01-05,Llegó frío,8.0
D50775,V317536,1970-01-12,Llegó tibio,22185.0
D50776,V309112,1970-01-13,llegó tibio,76435.0
D50777,V304485,2025-07-15,Producto vencido,86.0
D50778,V101234,2023-01-13,Producto vencido ,27497.0
D50779,V109021,2023-01-19,Error en pedido,9795.0
D50780,V102417,2023-06-03,Producto vencido ,10022.0
D50781,V206902,2024-02-24,sabor malo,7821.0
D50782,V200374,2024-12-01,Cambio de opinión,28111.0
D50783,V207964,2024-08-26,Llegó tibio,18894.0
D50784,V300287,2025-06-16,TAMAÑO EQUIVOCADO,37181.0
D50785,V110540,2023-12-22,Producto vencido,64030.0
D50786,V109838,2023-02-16,Sabor incorrecto,44314.0
D50787,V106249,2023-11-04,Sabor incorrecto,13035.0
D50788,V301552,1970-01-10,Sabor incorrecto,14993.0
D50789,V301578,2025-11-18,Error en pedido,20067.0
D50790,V100274,2023-03-11,producto vencido,135234.0
D50791,V215393,2024-09-25,Producto defectuoso,9440.0
D50792,V105420,2023-07-20,Sabor incorrecto,11991.0
D50793,V316422,2025-12-02,Error en pedido,158.0
D50794,V317014,2025-08-20,Llegó frío,40735.0
D50795,V303888,1970-01-07,Producto vencido,185.0
D50796,V112733,2023-11-20,Producto vencido,18340.0
D50797,V313400,1970-01-03,Cambio de opinión,86488.0
D50798,V315627,2025-10-20,Tamaño equivocado,28.0
D50799,V306041,1970-01-14,Producto defectuoso,8613.0
D50800,V318183,1970-01-08,Cliente insatisfecho,7713.0
D50801,V314076,1970-01-11,Llegó tibio,9470.0
D50802,V112095,2023-12-11,Llegó frío,31531.0
D50803,V104513,2023-12-22,Tamaño equivocado,224670.0
D50804,V104394,2023-07-09,Tamaño equivocado,9032.0
D50805,V215466,2024-01-18,Error en pedido,67730.0
D50806,V302608,1970-01-03, Producto defectuoso,107542.0
D50807,V303203,2025-09-03,Tamaño equivocado,40601.0
D50808,V103669,2023-10-27,Producto vencido,19281.0
D50809,V104536,2023-09-11,Tamaño equivocado,25724.0
D50810,V315718,2025-08-20,tamaño equivocado,15192.0
D50811,V106020,2023-05-16,Cliente insatisfecho,17819.0
D50812,V311267,2025-01-23,Sabor incorrecto,5.0
D50813,V109267,2023-01-17,Cliente insatisfecho,11618.0
D50814,V106973,2023-03-07,Llegó frío,20825.0
D50815,V300819,2025-10-22,Tamaño equivocado ,13002.0
D50816,V309587,2025-11-07, Error en pedido,17072.0
D50817,V304768,2025-10-27, Cambio de opinión,50460.0
D50818,V308285,1970-01-13,Tamaño equivocado,128970.0
D50819,V113528,2023-04-19,Cliente insatisfecho,10305.0
D50820,V200549,2024-07-05,Cliente insatisfecho,20067.0
D50821,V312922,1970-01-08,Error en pedido,21322.0
D50822,V207730,2024-05-23,Sabor incorrecto,11827.0
D50823,V109360,2023-07-01,Producto defectuoso ,10976.0
D50824,V317183,2025-05-27,Sabor incorrecto,12083.0
D50825,V109160,2023-12-24,Llegó tibio,26148.0
D50826,V106369,2023-10-04,Llegó frío,33248.0
D50827,V205222,2024-06-22,Llegó tibio,17701.0
D50828,V210198,2024-10-24,Producto vencido,50364.0
D50829,V205845,2024-01-12,Producto defectuoso,7223.0
D50830,V314364,2025-08-05,Cliente insatisfecho,15341.0
D50831,V311067,1970-01-02,Llegó tibio,7.0
D50832,V208045,2024-05-17,Error en pedido,32726.0
D50833,V302765,1970-01-05, Sabor incorrecto,4.0
D50834,V307804,2025-12-10,Llegó tibio,273.0
D50835,V213411,2024-09-04,Producto defectuoso,20870.0
D50836,V214699,2024-10-14,Cambio de opinión,23977.0
D50837,V311566,1970-01-05,CAMBIO DE OPINIÓN,22962.0
D50838,V312210,1970-01-15,Sabor incorrecto,65430.0
D50839,V307096,2025-06-17,Cambio de opinión,17594.0
D50840,V310151,2025-04-04,Llegó frío,264371.0
D50841,V107151,2023-05-28,Producto vencido,99577.0
D50842,V205564,2024-05-12,Error en pedido,16416.0
D50843,V111917,2023-04-05,Llegó frío,22795.0
D50844,V207415,2024-04-06,Llegó frío,20134.0
D50845,V303432,2025-02-15,TAMAÑO EQUIVOCADO,35866.0
D50846,V305683,2025-01-27,PRODUCTO DEFECTUOSO,151671.0
D50847,V106124,2023-12-18,LLEGÓ FRÍO,7310.0
D50848,V317225,2025-11-24,Cambio de opinión,8.0
D50849,V213176,2024-02-21,Tamaño equivocado,43510.0
D50850,V304675,1970-01-15,Tamaño equivocado,197756.0
D50851,V103635,2023-04-06,Producto defectuoso,112710.0
D50852,V216060,2024-10-24,Cambio de opinión,34317.0
D50853,V308269,2025-11-29,Llegó frío,14313.0
D50854,V305844,1970-01-11,Cambio de opinión,11710.0
D50855,V312318,1970-01-08,Producto vencido,98.0
D50856,V210429,2024-03-15,Producto defectuoso,15761.0
D50857,V300145,2025-08-09,Producto defectuoso,23.0
D50858,V103705,2023-10-30,Llegó frío,90185.0
D50859,V108988,2023-09-12,CLIENTE INSATISFECHO,11556.0
D50860,V216413,2024-05-15,Cliente insatisfecho,30943.0
D50861,V209078,2024-12-30,Producto vencido,38291.0
D50862,V112307,2023-10-29,tamaño equivocado,70701.0
D50863,V310973,1970-01-11,Sabor incorrecto,28.0
D50864,V316348,1970-01-09,Llegó frío,150046.0
D50865,V209946,2024-12-13,Llegó frío,7781.0
D50866,V317690,2025-09-03,Producto vencido,138679.0
D50867,V211501,2024-06-07,cliente insatisfecho,131393.0
D50868,V113524,2023-03-20,Llegó tibio,86627.0
D50869,V113761,2023-07-18,Producto vencido,154448.0
D50870,V314041,1970-01-15,sabor incorrecto,68590.0
D50871,V208460,2024-09-26,Tamaño equivocado,96617.0
D50872,V315571,2025-07-28,LLEGÓ TIBIO,46810.0
D50873,V302066,1970-01-06,Llegó frío ,215062.0
D50874,V318186,2025-03-10,Tamaño equivocado,17821.0
D50875,V317623,1970-01-08,producto defectuoso,21370.0
D50876,V112282,2023-10-25,Cambio de opinión,10099.0
D50877,V301232,2025-10-22,Cliente insatisfecho,7.0
D50878,V211735,2024-10-04,Cliente insatisfecho,12886.0
D50879,V102465,2023-01-08,Cliente insatisfecho,31133.0
D50880,V309500,2025-12-12,llegó frío,6.0
D50881,V104238,2023-09-13,Producto vencido,4959.0
D50882,V213463,2024-04-19,SABOR INCORRECTO,11513.0
D50883,V300304,2025-12-03,Cliente insatisfecho,29949.0
D50884,V318540,2025-07-31,Llegó tibio,5.0
D50885,V110053,2023-06-25,Cliente insatisfecho,21055.0
D50886,V313323,1970-01-10,error en pedido,14816.0
D50887,V315215,1970-01-15,Tamaño equivocado,23180.0
D50888,V212907,2024-12-19,producto vencido,12818.0
D50889,V101066,2023-08-15,Llegó frío,49208.0
D50890,V205582,2024-06-01,Llegó tibio,59471.0
D50891,V200897,2024-12-20,Llegó frío,11632.0
D50892,V312312,1970-01-15,Llegó tibio,10792.0
D50893,V315670,1970-01-03,Cambio de opinión,2.0
D50894,V214580,2024-10-24,Error en pedido,9846.0
D50895,V111243,2023-01-16,Sabor incorrecto ,12840.0
D50896,V212190,2024-11-29,Cliente insatisfecho,6565.0
D50897,V111430,2023-02-14,Producto vencido,12038.0
D50898,V303795,1970-01-04,Cambio de opinión,143813.0
D50899,V212782,2024-01-16,Tamaño equivocado,13017.0
D50900,V315616,1970-01-14,PRODUCTO VENCIDO,9351.0
D50901,V108004,2023-04-28,Tamaño equivocado,17818.0
D50902,V100816,2023-12-28,Error en pedido ,61411.0
D50903,V309016,1970-01-13,Llegó tibio,7555.0
D50904,V315945,1970-01-14, Producto vencido,5550.0
D50905,V107796,2023-02-01,Error en pedido,17807.0
D50906,V994004,2025-01-16,Producto defectuoso,12368.0
D50907,V981389,2025-05-26,Error en pedido,17821.0
D50908,V963469,2025-10-21,Sabor incorrecto,48969.0
D50909,V997958,2024-06-26,Llegó frío,79389.0
D50910,V998534,2025-12-27,Cambio de opinión,20604.0
D50911,V955501,2025-07-12,Llegó tibio,55439.0
D50912,V945350,2025-01-29,Cliente insatisfecho,43829.0
D50913,V935518,2024-07-06,Llegó frío,6305.0
D50914,V927921,2025-04-20,Llegó tibio,25653.0
