id_turno,id_reactor,id_empleado,id_material,id_incidente,id_mantenimiento,energia_generada_mw,temperatura_nucleo,nivel_radiacion_msv,cantidad_material,costo_operacion,horas_operativas,donuts_consumidos,eficiencia_pct
710,2,3,3,11,,754.13,282.74,0.0395,54.58,56779.38,8.0,6,96.68
470,5,16,3,16,,50.3,283.27,0.0192,3301.92,48413.83,6.0,0,100.6
129,2,18,2,6,,762.01,292.72,0.0321,738.12,50018.87,8.0,3,97.69
196,5,18,10,52,,46.36,299.42,0.0156,2272.95,44139.31,6.0,1,92.72
467,2,9,7,,,729.58,295.14,0.0374,1936.87,47176.47,8.0,5,93.54
167,2,14,7,,,756.22,286.83,0.0203,2821.76,43664.97,8.0,1,96.95
107,1,3,3,15,,830.87,280.85,0.0272,2338.65,48067.23,8.0,6,97.75
431,1,16,3,17,,842.63,280.96,0.0383,3178.44,45012.27,6.0,7,99.13
661,3,14,3,,,524.26,312.76,0.0324,2358.19,46467.05,6.0,2,87.38
5,5,14,10,3,,45.0,277.62,0.0337,3357.27,49998.91,8.0,5,90.0
441,1,14,2,,,791.46,298.46,0.0068,3288.17,56638.81,8.0,6,93.11
400,5,5,3,,,47.36,284.62,0.033,2931.5,48085.14,8.0,6,94.72
163,5,6,10,14,,46.84,289.4,0.027,2477.98,49865.76,4.0,0,93.68
81,2,3,3,,,750.73,288.89,0.0278,1876.28,42435.1,8.0,6,96.25
252,3,14,8,,,417.74,327.72,0.0558,392.71,45959.66,8.0,4,69.62
611,1,5,7,37,,767.96,282.94,0.0077,356.85,54892.47,6.0,3,90.35
23,2,16,2,30,,728.98,296.72,0.0208,3163.22,41222.07,8.0,4,93.46
676,2,18,2,17,,721.16,280.76,0.0171,558.57,57898.32,8.0,8,92.46
760,1,4,2,,,807.22,275.0,0.0126,1149.75,45297.81,8.0,3,94.97
226,1,5,7,39,,770.02,286.47,0.0082,2609.45,52161.67,6.0,4,90.59
508,2,14,3,36,,706.46,295.22,0.0387,2780.38,40057.89,8.0,4,90.57
740,2,16,4,,,713.95,277.53,0.0162,703.02,40151.18,6.0,6,91.53
362,2,4,4,24,,689.82,277.39,0.0153,1397.08,54533.73,8.0,8,88.44
118,1,9,3,,,787.53,287.24,0.0075,2729.4,51139.09,8.0,5,92.65
126,1,3,7,30,,810.71,285.47,0.0073,1847.78,43672.29,8.0,6,95.38
106,2,18,2,,,751.93,293.24,0.0289,693.95,46704.11,8.0,5,96.4
506,2,8,4,17,,732.31,279.4,0.0133,3457.9,38425.37,4.0,0,93.89
473,1,14,1,,,849.44,281.63,0.0064,337.44,50895.51,6.0,1,99.93
426,3,8,8,,,444.07,314.48,0.0354,2439.12,45308.02,8.0,3,74.01
466,2,4,7,,,696.82,290.43,0.0099,599.82,57870.81,8.0,6,89.34
196,3,9,3,,,542.28,304.09,0.066,926.73,32770.09,8.0,2,90.38
705,2,14,7,,,780.18,302.75,0.0254,2636.86,40398.03,8.0,5,100.02
424,2,4,3,,,753.45,294.97,0.0306,2491.28,42516.61,8.0,4,96.6
362,2,6,3,,,694.02,286.96,0.0223,2865.7,42249.51,6.0,3,88.98
193,2,9,3,,,763.63,281.09,0.0381,374.28,52170.25,4.0,2,97.9
134,1,9,3,,,843.9,287.39,0.023,976.05,53600.42,8.0,3,99.28
169,3,18,3,21,,544.0,321.08,0.0306,104.91,52352.45,8.0,1,90.67
678,2,9,7,17,,742.2,284.63,0.0189,1547.49,46616.97,8.0,5,95.15
379,1,14,3,28,,768.93,292.38,0.0112,1520.31,43518.51,4.0,7,90.46
698,1,6,1,31,,753.87,294.14,0.0073,2449.8,40020.64,4.0,3,88.69
415,2,4,3,,,775.58,289.4,0.0144,2230.96,42114.11,8.0,3,99.43
723,2,3,2,26,,778.45,278.56,0.0348,1106.32,51758.72,8.0,6,99.8
72,1,9,3,20,,749.41,278.9,0.0216,3085.0,44681.08,8.0,2,88.17
175,3,3,8,,,482.46,312.09,0.0311,2381.76,32734.65,4.0,0,80.41
298,4,17,5,65,,931.74,299.68,0.0167,904.4,47813.24,4.0,5,98.08
499,1,16,1,,,781.28,296.49,0.0167,948.43,48356.62,8.0,7,91.92
532,3,3,4,,,539.82,318.08,0.0242,2594.84,42445.81,4.0,1,89.97
442,2,4,3,,,724.71,292.98,0.0269,616.46,48898.33,4.0,7,92.91
696,1,9,3,,,852.45,292.02,0.0147,2920.43,41811.45,8.0,8,100.29
126,2,16,7,41,,784.7,275.83,0.0213,1955.7,41004.56,4.0,4,100.6
167,1,8,1,,,749.72,288.08,0.0064,1711.84,43660.35,8.0,1,88.2
52,1,9,7,,,803.47,297.92,0.0384,1515.02,52263.94,8.0,2,94.53
83,1,3,3,,,775.48,285.36,0.0287,3384.34,45724.82,6.0,6,91.23
101,4,8,6,15,,889.82,298.28,0.0099,1460.01,53353.21,8.0,4,93.67
205,1,4,7,80,,817.43,277.84,0.0241,489.44,45519.32,8.0,6,96.17
453,3,17,8,66,,449.81,309.72,0.0417,3351.43,30691.82,8.0,4,74.97
432,1,5,7,,,812.13,280.22,0.0365,445.15,55556.1,6.0,0,95.54
687,1,17,3,,,757.35,295.97,0.0145,2082.22,57723.47,8.0,1,89.1
298,2,9,2,18,,745.68,275.32,0.0296,481.73,48325.28,6.0,8,95.6
692,2,5,7,,,759.32,287.14,0.0378,239.66,54112.34,8.0,3,97.35
157,2,4,2,35,,696.91,297.38,0.0187,1695.6,56520.89,6.0,4,89.35
189,4,17,6,70,,920.14,289.47,0.0351,2228.51,50343.17,8.0,6,96.86
190,1,6,2,72,,825.31,290.81,0.0151,2338.61,40000.39,8.0,7,97.1
401,2,4,4,59,,729.48,296.71,0.006,2033.98,47141.65,8.0,6,93.52
35,2,18,4,6,,778.38,296.74,0.0303,1754.73,43538.08,8.0,2,99.79
516,1,17,3,72,,767.28,285.92,0.0103,2504.56,51118.67,6.0,5,90.27
144,1,8,3,10,,840.75,275.0,0.0262,910.99,41607.49,4.0,8,98.91
715,1,18,7,,,839.7,290.09,0.0074,342.41,38590.44,8.0,2,98.79
109,2,16,7,,,785.91,292.67,0.0133,2646.57,55995.89,6.0,2,100.76
431,5,3,9,36,,44.24,275.88,0.0312,2124.83,46830.57,8.0,6,88.48
31,5,9,10,,,46.45,298.42,0.012,793.11,43049.9,8.0,7,92.9
760,1,17,2,13,,750.68,287.27,0.0386,3127.05,39924.12,8.0,0,88.32
369,3,18,3,48,,503.3,328.52,0.0623,1998.44,43203.86,8.0,1,83.88
486,2,9,3,,,730.9,276.52,0.0249,357.69,40543.85,8.0,8,93.71
511,1,18,7,4,,838.76,276.45,0.0151,242.5,54562.97,8.0,6,98.68
162,5,4,9,,,49.55,296.57,0.019,1651.07,39132.96,4.0,1,99.1
270,3,3,8,59,,402.11,326.08,0.0189,3234.99,35105.83,8.0,5,67.02
680,5,3,10,70,,49.24,284.09,0.0247,1213.73,50200.03,8.0,6,98.48
73,5,18,9,,,44.52,275.0,0.0145,1779.08,38834.82,6.0,0,89.04
311,3,6,3,,,365.53,322.36,0.0278,1935.97,45203.47,8.0,3,60.92
54,2,14,3,61,,729.68,281.85,0.0098,681.79,46759.06,8.0,5,93.55
448,5,6,10,13,,44.07,276.58,0.0333,3057.03,48724.35,8.0,0,88.14
256,4,4,8,11,,858.3,294.95,0.0065,458.36,44993.35,8.0,3,90.35
408,2,4,2,11,,781.55,291.42,0.0335,2497.4,55952.8,6.0,3,100.2
376,3,8,4,74,,416.18,319.42,0.0477,1704.3,31349.94,4.0,3,69.36
81,1,5,2,43,,809.1,300.03,0.0093,3422.79,52498.22,8.0,2,95.19
716,2,16,2,3,,771.2,286.64,0.0155,2991.74,57301.93,8.0,0,98.87
394,2,14,4,63,,709.16,298.57,0.0183,2313.11,51198.51,8.0,8,90.92
33,2,9,2,,,762.9,280.26,0.0142,1196.6,53066.37,8.0,3,97.81
637,2,14,2,,,742.5,300.86,0.0383,1624.94,56649.45,4.0,4,95.19
587,3,17,8,23,,440.07,321.1,0.0751,2799.56,33296.82,8.0,0,73.34
281,1,6,7,48,,791.6,282.33,0.0281,1077.6,53648.53,8.0,0,93.13
677,1,8,2,63,,749.91,282.97,0.0053,2233.91,38740.08,6.0,5,88.22
570,1,3,1,39,,815.44,286.86,0.0113,912.1,53319.54,8.0,6,95.93
507,1,5,2,,,820.49,290.68,0.0131,3012.69,51092.02,4.0,2,96.53
594,1,17,2,9,,826.96,287.65,0.0287,2515.53,55149.81,4.0,5,97.29
615,1,4,1,71,,760.51,294.16,0.0077,254.52,42080.84,6.0,5,89.47
437,4,5,8,28,,933.34,283.83,0.0278,113.9,47413.7,4.0,4,98.25
378,1,5,1,15,,771.37,295.05,0.016,2496.38,52315.36,4.0,8,90.75
221,2,18,2,,,701.62,288.92,0.0384,1764.72,57172.5,4.0,3,89.95
589,2,14,2,,,739.91,276.46,0.0068,1546.36,47446.58,4.0,8,94.86
276,1,18,7,,,784.32,294.68,0.0131,1560.3,44296.33,8.0,1,92.27
420,2,9,2,,,752.65,275.0,0.0262,1994.85,46979.36,8.0,6,96.49
129,5,6,3,,,48.33,276.76,0.017,1770.07,40359.28,6.0,6,96.66
152,2,6,3,,,687.97,279.22,0.0092,2601.27,43267.52,6.0,8,88.2
130,4,14,8,59,,958.26,298.82,0.0372,1411.1,56085.21,8.0,5,100.87
571,1,8,1,48,,839.13,299.87,0.0168,262.77,50175.15,8.0,1,98.72
364,5,14,9,63,,49.43,285.77,0.0097,537.14,41669.02,8.0,8,98.86
8,2,9,4,54,,730.87,296.83,0.0228,1044.23,49761.62,8.0,1,93.7
350,1,17,3,40,,790.44,288.91,0.0065,1819.38,56901.05,6.0,3,92.99
589,4,9,8,30,,856.45,275.0,0.0151,1013.23,47732.71,8.0,3,90.15
266,5,4,10,,,44.92,292.09,0.0314,1885.02,38547.0,4.0,0,89.84
200,1,3,7,29,,852.07,302.73,0.025,445.99,52641.79,4.0,6,100.24
465,1,4,1,63,,795.77,286.69,0.0398,2813.73,52632.67,8.0,1,93.62
763,3,4,8,22,,430.42,310.87,0.0628,3123.49,46802.04,8.0,0,71.74
40,2,17,7,27,,743.0,303.94,0.0343,483.38,50521.62,8.0,0,95.26
386,4,6,5,23,,854.7,293.08,0.0149,3000.76,41971.46,4.0,1,89.97
768,1,14,1,69,,815.54,276.02,0.0298,1334.11,38776.25,4.0,4,95.95
598,1,9,3,75,,853.45,299.04,0.0356,2094.46,51359.52,6.0,7,100.41
557,2,4,3,16,,775.72,277.36,0.0314,869.65,43745.43,8.0,7,99.45
436,1,16,7,,,786.41,284.64,0.0359,1444.95,54802.42,4.0,7,92.52
241,1,8,2,,,834.5,290.5,0.0071,1442.25,53435.97,8.0,4,98.18
453,2,8,2,38,,760.24,280.09,0.0158,725.67,46196.23,4.0,2,97.47
641,1,18,7,19,,807.64,300.49,0.0383,2732.62,38422.35,8.0,6,95.02
342,5,17,10,,,47.37,284.55,0.0105,2805.49,48713.98,8.0,3,94.74
383,1,6,2,,,751.99,292.05,0.0057,1395.79,56807.1,4.0,1,88.47
497,1,8,7,4,,817.79,287.2,0.0312,463.52,54259.92,6.0,6,96.21
759,4,4,8,7,,925.18,286.06,0.0317,2119.03,46307.6,4.0,0,97.39
156,1,18,3,28,,814.93,285.3,0.0229,713.32,38468.64,6.0,4,95.87
271,5,18,3,53,,46.79,294.54,0.0128,999.06,46126.61,6.0,4,93.58
720,2,6,4,3,,736.8,281.94,0.0241,3413.29,40166.09,4.0,3,94.46
407,3,16,8,67,,382.88,305.87,0.0243,1965.29,45747.85,8.0,0,63.81
213,4,16,5,8,,885.79,292.79,0.0343,2687.09,48468.11,8.0,3,93.24
259,2,9,3,6,,756.26,275.0,0.0144,1911.83,42184.48,6.0,8,96.96
321,5,6,3,65,,47.14,278.58,0.0244,1492.83,52793.7,8.0,1,94.28
80,2,3,3,73,,698.72,293.24,0.009,601.67,55710.06,6.0,6,89.58
538,2,17,4,56,,716.49,303.28,0.0202,1131.74,43884.47,4.0,4,91.86
381,2,5,3,41,,755.86,294.42,0.018,741.11,50090.36,6.0,7,96.91
339,5,5,10,74,,49.39,275.0,0.0053,239.33,46326.06,6.0,2,98.78
6,1,6,2,,,807.42,286.62,0.0214,3092.28,41129.06,4.0,5,94.99
354,2,6,7,40,,778.83,290.48,0.0199,2685.63,52586.46,4.0,5,99.85
261,2,6,2,,,696.84,289.05,0.0247,2258.68,40534.08,4.0,8,89.34
393,1,18,7,,,829.47,292.9,0.0266,14.33,56184.59,8.0,3,97.58
238,5,4,9,21,,45.07,292.99,0.0364,1491.79,39043.78,6.0,8,90.14
484,1,17,1,34,,791.45,282.99,0.0321,2936.08,52124.89,8.0,5,93.11
325,2,18,3,,,782.27,294.32,0.0344,2400.36,49209.72,8.0,7,100.29
572,4,9,5,3,,881.16,277.09,0.0213,2161.32,51400.78,8.0,6,92.75
196,2,5,2,28,,723.0,291.61,0.0165,3225.87,56220.82,4.0,4,92.69
622,1,8,3,56,,858.03,298.0,0.0296,2882.52,43483.48,4.0,0,100.94
736,5,18,9,64,,45.13,288.0,0.0241,2147.16,40077.75,8.0,5,90.26
731,1,5,2,12,,840.16,276.45,0.0092,345.68,46867.56,8.0,0,98.84
558,1,6,1,47,,822.25,301.8,0.0109,54.53,57725.41,4.0,5,96.74
681,2,3,2,28,,763.6,277.93,0.0102,1554.68,43332.72,8.0,6,97.9
283,2,17,4,25,,762.13,288.34,0.0146,1990.77,45013.7,6.0,5,97.71
714,1,16,1,17,,758.01,287.45,0.0305,2761.63,41713.18,8.0,0,89.18
223,2,16,2,,,782.04,283.71,0.038,191.41,55291.72,8.0,2,100.26
723,1,8,2,80,,793.75,299.3,0.0342,3427.58,43455.99,8.0,3,93.38
266,3,8,3,69,,481.53,307.21,0.0567,133.38,41241.83,8.0,5,80.25
600,2,17,3,,,730.39,280.64,0.0151,2905.35,44843.62,4.0,8,93.64
276,1,6,7,31,,776.82,278.38,0.0373,493.65,48340.6,6.0,2,91.39
601,1,18,3,,,847.59,286.35,0.0176,1666.86,56020.48,6.0,2,99.72
345,2,4,3,,,717.46,291.38,0.0213,2833.23,41723.21,6.0,0,91.98
468,2,14,4,67,,711.1,286.19,0.0219,2672.29,46023.06,8.0,0,91.17
520,1,14,7,,,792.28,277.31,0.006,3378.5,48244.09,4.0,4,93.21
537,1,18,2,19,,784.81,308.55,0.0158,1389.0,53316.46,6.0,5,92.33
472,1,5,2,,,781.29,282.71,0.0078,320.13,42723.67,6.0,3,91.92
251,1,17,7,1,,765.61,296.18,0.0188,2910.56,42249.84,6.0,7,90.07
724,1,4,3,18,,832.32,293.94,0.0097,2091.3,53465.21,6.0,4,97.92
547,1,16,1,32,,815.24,288.86,0.0169,2261.29,54464.76,8.0,6,95.91
142,2,3,3,43,,695.82,280.37,0.0184,1000.95,41597.51,8.0,6,89.21
397,3,16,3,37,,560.55,301.28,0.0409,2822.77,42933.71,6.0,0,93.42
355,3,4,9,,,362.57,306.17,0.0524,1704.06,39599.76,8.0,3,60.43
687,2,3,7,60,,761.65,298.83,0.0368,2493.52,48041.23,6.0,6,97.65
548,5,4,10,,,47.46,297.66,0.0184,1183.22,51494.38,8.0,2,94.92
528,4,16,7,5,,870.79,294.7,0.0178,1492.83,55783.32,8.0,5,91.66
692,1,3,7,26,,787.44,294.42,0.0056,2087.25,44492.65,8.0,6,92.64
366,3,17,9,35,,377.65,298.31,0.0622,1212.13,45823.0,8.0,3,62.94
470,3,6,9,6,,428.58,296.34,0.0546,1796.65,48095.26,6.0,0,71.43
743,1,8,3,57,,768.32,287.74,0.031,2778.79,39585.67,8.0,6,90.39
585,1,8,2,,,753.4,275.21,0.0251,2615.31,42304.19,8.0,6,88.64
191,1,3,3,,,822.94,286.84,0.0057,965.32,46286.5,8.0,6,96.82
