id_turno,fecha,hora_inicio,hora_fin,tipo_turno
544,2023-06-26,06:00:00,14:00:00,Mañana
545,2023-06-26,14:00:00,22:00:00,Tarde
546,2023-06-26,22:00:00,06:00:00,Noche
547,2023-07-03,06:00:00,14:00:00,Mañana
548,2023-07-03,14:00:00,22:00:00,Tarde
549,2023-07-03,22:00:00,06:00:00,Noche
550,2023-07-10,06:00:00,14:00:00,Mañana
551,2023-07-10,14:00:00,22:00:00,Tarde
552,2023-07-10,22:00:00,06:00:00,Noche
553,2023-07-17,06:00:00,14:00:00,Mañana
554,2023-07-17,14:00:00,22:00:00,Tarde
555,2023-07-17,22:00:00,06:00:00,Noche
556,2023-07-24,06:00:00,14:00:00,Mañana
557,2023-07-24,14:00:00,22:00:00,Tarde
558,2023-07-24,22:00:00,06:00:00,Noche
559,2023-07-31,06:00:00,14:00:00,Mañana
560,2023-07-31,14:00:00,22:00:00,Tarde
561,2023-07-31,22:00:00,06:00:00,Noche
562,2023-08-07,06:00:00,14:00:00,Mañana
563,2023-08-07,14:00:00,22:00:00,Tarde
564,2023-08-07,22:00:00,06:00:00,Noche
565,2023-08-14,06:00:00,14:00:00,Mañana
566,2023-08-14,14:00:00,22:00:00,Tarde
567,2023-08-14,22:00:00,06:00:00,Noche
568,2023-08-21,06:00:00,14:00:00,Mañana
569,2023-08-21,14:00:00,22:00:00,Tarde
570,2023-08-21,22:00:00,06:00:00,Noche
571,2023-08-28,06:00:00,14:00:00,Mañana
572,2023-08-28,14:00:00,22:00:00,Tarde
573,2023-08-28,22:00:00,06:00:00,Noche
574,2023-09-04,06:00:00,14:00:00,Mañana
575,2023-09-04,14:00:00,22:00:00,Tarde
576,2023-09-04,22:00:00,06:00:00,Noche
577,2023-09-11,06:00:00,14:00:00,Mañana
578,2023-09-11,14:00:00,22:00:00,Tarde
579,2023-09-11,22:00:00,06:00:00,Noche
580,2023-09-18,06:00:00,14:00:00,Mañana
581,2023-09-18,14:00:00,22:00:00,Tarde
582,2023-09-18,22:00:00,06:00:00,Noche
583,2023-09-25,06:00:00,14:00:00,Mañana
584,2023-09-25,14:00:00,22:00:00,Tarde
585,2023-09-25,22:00:00,06:00:00,Noche
586,2023-10-02,06:00:00,14:00:00,Mañana
587,2023-10-02,14:00:00,22:00:00,Tarde
588,2023-10-02,22:00:00,06:00:00,Noche
589,2023-10-09,06:00:00,14:00:00,Mañana
590,2023-10-09,14:00:00,22:00:00,Tarde
591,2023-10-09,22:00:00,06:00:00,Noche
592,2023-10-16,06:00:00,14:00:00,Mañana
593,2023-10-16,14:00:00,22:00:00,Tarde
594,2023-10-16,22:00:00,06:00:00,Noche
595,2023-10-23,06:00:00,14:00:00,Mañana
596,2023-10-23,14:00:00,22:00:00,Tarde
597,2023-10-23,22:00:00,06:00:00,Noche
598,2023-10-30,06:00:00,14:00:00,Mañana
599,2023-10-30,14:00:00,22:00:00,Tarde
600,2023-10-30,22:00:00,06:00:00,Noche
601,2023-11-06,06:00:00,14:00:00,Mañana
602,2023-11-06,14:00:00,22:00:00,Tarde
603,2023-11-06,22:00:00,06:00:00,Noche
604,2023-11-13,06:00:00,14:00:00,Mañana
605,2023-11-13,14:00:00,22:00:00,Tarde
606,2023-11-13,22:00:00,06:00:00,Noche
607,2023-11-20,06:00:00,14:00:00,Mañana
608,2023-11-20,14:00:00,22:00:00,Tarde
609,2023-11-20,22:00:00,06:00:00,Noche
610,2023-11-27,06:00:00,14:00:00,Mañana
611,2023-11-27,14:00:00,22:00:00,Tarde
612,2023-11-27,22:00:00,06:00:00,Noche
613,2023-12-04,06:00:00,14:00:00,Mañana
614,2023-12-04,14:00:00,22:00:00,Tarde
615,2023-12-04,22:00:00,06:00:00,Noche
616,2023-12-11,06:00:00,14:00:00,Mañana
617,2023-12-11,14:00:00,22:00:00,Tarde
618,2023-12-11,22:00:00,06:00:00,Noche
619,2023-12-18,06:00:00,14:00:00,Mañana
620,2023-12-18,14:00:00,22:00:00,Tarde
621,2023-12-18,22:00:00,06:00:00,Noche
622,2023-12-25,06:00:00,14:00:00,Mañana
623,2023-12-25,14:00:00,22:00:00,Tarde
624,2023-12-25,22:00:00,06:00:00,Noche
625,2024-01-01,06:00:00,14:00:00,Mañana
626,2024-01-01,14:00:00,22:00:00,Tarde
627,2024-01-01,22:00:00,06:00:00,Noche
628,2024-01-08,06:00:00,14:00:00,Mañana
629,2024-01-08,14:00:00,22:00:00,Tarde
630,2024-01-08,22:00:00,06:00:00,Noche
631,2024-01-15,06:00:00,14:00:00,Mañana
632,2024-01-15,14:00:00,22:00:00,Tarde
633,2024-01-15,22:00:00,06:00:00,Noche
634,2024-01-22,06:00:00,14:00:00,Mañana
635,2024-01-22,14:00:00,22:00:00,Tarde
636,2024-01-22,22:00:00,06:00:00,Noche
637,2024-01-29,06:00:00,14:00:00,Mañana
638,2024-01-29,14:00:00,22:00:00,Tarde
639,2024-01-29,22:00:00,06:00:00,Noche
640,2024-02-05,06:00:00,14:00:00,Mañana
641,2024-02-05,14:00:00,22:00:00,Tarde
642,2024-02-05,22:00:00,06:00:00,Noche
643,2024-02-12,06:00:00,14:00:00,Mañana
644,2024-02-12,14:00:00,22:00:00,Tarde
645,2024-02-12,22:00:00,06:00:00,Noche
646,2024-02-19,06:00:00,14:00:00,Mañana
647,2024-02-19,14:00:00,22:00:00,Tarde
648,2024-02-19,22:00:00,06:00:00,Noche
649,2024-02-26,06:00:00,14:00:00,Mañana
650,2024-02-26,14:00:00,22:00:00,Tarde
651,2024-02-26,22:00:00,06:00:00,Noche
652,2024-03-04,06:00:00,14:00:00,Mañana
653,2024-03-04,14:00:00,22:00:00,Tarde
654,2024-03-04,22:00:00,06:00:00,Noche
655,2024-03-11,06:00:00,14:00:00,Mañana
656,2024-03-11,14:00:00,22:00:00,Tarde
657,2024-03-11,22:00:00,06:00:00,Noche
658,2024-03-18,06:00:00,14:00:00,Mañana
659,2024-03-18,14:00:00,22:00:00,Tarde
660,2024-03-18,22:00:00,06:00:00,Noche
661,2024-03-25,06:00:00,14:00:00,Mañana
662,2024-03-25,14:00:00,22:00:00,Tarde
663,2024-03-25,22:00:00,06:00:00,Noche
664,2024-04-01,06:00:00,14:00:00,Mañana
665,2024-04-01,14:00:00,22:00:00,Tarde
666,2024-04-01,22:00:00,06:00:00,Noche
667,2024-04-08,06:00:00,14:00:00,Mañana
668,2024-04-08,14:00:00,22:00:00,Tarde
669,2024-04-08,22:00:00,06:00:00,Noche
670,2024-04-15,06:00:00,14:00:00,Mañana
671,2024-04-15,14:00:00,22:00:00,Tarde
672,2024-04-15,22:00:00,06:00:00,Noche
673,2024-04-22,06:00:00,14:00:00,Mañana
674,2024-04-22,14:00:00,22:00:00,Tarde
675,2024-04-22,22:00:00,06:00:00,Noche
676,2024-04-29,06:00:00,14:00:00,Mañana
677,2024-04-29,14:00:00,22:00:00,Tarde
678,2024-04-29,22:00:00,06:00:00,Noche
679,2024-05-06,06:00:00,14:00:00,Mañana
680,2024-05-06,14:00:00,22:00:00,Tarde
681,2024-05-06,22:00:00,06:00:00,Noche
682,2024-05-13,06:00:00,14:00:00,Mañana
683,2024-05-13,14:00:00,22:00:00,Tarde
684,2024-05-13,22:00:00,06:00:00,Noche
685,2024-05-20,06:00:00,14:00:00,Mañana
686,2024-05-20,14:00:00,22:00:00,Tarde
687,2024-05-20,22:00:00,06:00:00,Noche
688,2024-05-27,06:00:00,14:00:00,Mañana
689,2024-05-27,14:00:00,22:00:00,Tarde
690,2024-05-27,22:00:00,06:00:00,Noche
691,2024-06-03,06:00:00,14:00:00,Mañana
692,2024-06-03,14:00:00,22:00:00,Tarde
693,2024-06-03,22:00:00,06:00:00,Noche
694,2024-06-10,06:00:00,14:00:00,Mañana
695,2024-06-10,14:00:00,22:00:00,Tarde
696,2024-06-10,22:00:00,06:00:00,Noche
697,2024-06-17,06:00:00,14:00:00,Mañana
698,2024-06-17,14:00:00,22:00:00,Tarde
699,2024-06-17,22:00:00,06:00:00,Noche
700,2024-06-24,06:00:00,14:00:00,Mañana
701,2024-06-24,14:00:00,22:00:00,Tarde
702,2024-06-24,22:00:00,06:00:00,Noche
703,2024-07-01,06:00:00,14:00:00,Mañana
704,2024-07-01,14:00:00,22:00:00,Tarde
705,2024-07-01,22:00:00,06:00:00,Noche
706,2024-07-08,06:00:00,14:00:00,Mañana
707,2024-07-08,14:00:00,22:00:00,Tarde
708,2024-07-08,22:00:00,06:00:00,Noche
709,2024-07-15,06:00:00,14:00:00,Mañana
710,2024-07-15,14:00:00,22:00:00,Tarde
711,2024-07-15,22:00:00,06:00:00,Noche
712,2024-07-22,06:00:00,14:00:00,Mañana
713,2024-07-22,14:00:00,22:00:00,Tarde
714,2024-07-22,22:00:00,06:00:00,Noche
715,2024-07-29,06:00:00,14:00:00,Mañana
716,2024-07-29,14:00:00,22:00:00,Tarde
717,2024-07-29,22:00:00,06:00:00,Noche
718,2024-08-05,06:00:00,14:00:00,Mañana
719,2024-08-05,14:00:00,22:00:00,Tarde
720,2024-08-05,22:00:00,06:00:00,Noche
721,2024-08-12,06:00:00,14:00:00,Mañana
722,2024-08-12,14:00:00,22:00:00,Tarde
723,2024-08-12,22:00:00,06:00:00,Noche
724,2024-08-19,06:00:00,14:00:00,Mañana
725,2024-08-19,14:00:00,22:00:00,Tarde
726,2024-08-19,22:00:00,06:00:00,Noche
727,2024-08-26,06:00:00,14:00:00,Mañana
728,2024-08-26,14:00:00,22:00:00,Tarde
729,2024-08-26,22:00:00,06:00:00,Noche
730,2024-09-02,06:00:00,14:00:00,Mañana
731,2024-09-02,14:00:00,22:00:00,Tarde
732,2024-09-02,22:00:00,06:00:00,Noche
733,2024-09-09,06:00:00,14:00:00,Mañana
734,2024-09-09,14:00:00,22:00:00,Tarde
735,2024-09-09,22:00:00,06:00:00,Noche
736,2024-09-16,06:00:00,14:00:00,Mañana
737,2024-09-16,14:00:00,22:00:00,Tarde
738,2024-09-16,22:00:00,06:00:00,Noche
739,2024-09-23,06:00:00,14:00:00,Mañana
740,2024-09-23,14:00:00,22:00:00,Tarde
741,2024-09-23,22:00:00,06:00:00,Noche
742,2024-09-30,06:00:00,14:00:00,Mañana
743,2024-09-30,14:00:00,22:00:00,Tarde
744,2024-09-30,22:00:00,06:00:00,Noche
745,2024-10-07,06:00:00,14:00:00,Mañana
746,2024-10-07,14:00:00,22:00:00,Tarde
747,2024-10-07,22:00:00,06:00:00,Noche
748,2024-10-14,06:00:00,14:00:00,Mañana
749,2024-10-14,14:00:00,22:00:00,Tarde
750,2024-10-14,22:00:00,06:00:00,Noche
751,2024-10-21,06:00:00,14:00:00,Mañana
752,2024-10-21,14:00:00,22:00:00,Tarde
753,2024-10-21,22:00:00,06:00:00,Noche
754,2024-10-28,06:00:00,14:00:00,Mañana
755,2024-10-28,14:00:00,22:00:00,Tarde
756,2024-10-28,22:00:00,06:00:00,Noche
757,2024-11-04,06:00:00,14:00:00,Mañana
758,2024-11-04,14:00:00,22:00:00,Tarde
759,2024-11-04,22:00:00,06:00:00,Noche
760,2024-11-11,06:00:00,14:00:00,Mañana
761,2024-11-11,14:00:00,22:00:00,Tarde
762,2024-11-11,22:00:00,06:00:00,Noche
763,2024-11-18,06:00:00,14:00:00,Mañana
764,2024-11-18,14:00:00,22:00:00,Tarde
765,2024-11-18,22:00:00,06:00:00,Noche
766,2024-11-25,06:00:00,14:00:00,Mañana
767,2024-11-25,14:00:00,22:00:00,Tarde
768,2024-11-25,22:00:00,06:00:00,Noche
769,2024-12-02,06:00:00,14:00:00,Mañana
770,2024-12-02,14:00:00,22:00:00,Tarde
771,2024-12-02,22:00:00,06:00:00,Noche
772,2024-12-09,06:00:00,14:00:00,Mañana
773,2024-12-09,14:00:00,22:00:00,Tarde
774,2024-12-09,22:00:00,06:00:00,Noche
775,2024-12-16,06:00:00,14:00:00,Mañana
776,2024-12-16,14:00:00,22:00:00,Tarde
777,2024-12-16,22:00:00,06:00:00,Noche
778,2024-12-23,06:00:00,14:00:00,Mañana
779,2024-12-23,14:00:00,22:00:00,Tarde
780,2024-12-23,22:00:00,06:00:00,Noche
781,2024-12-30,06:00:00,14:00:00,Mañana
782,2024-12-30,14:00:00,22:00:00,Tarde
783,2024-12-30,22:00:00,06:00:00,Noche
